"athlete_id","local_date","local_date_dow","gmt_offset","gc_well_avg_daytime_stress","gc_well_avg_daytime_stress_3d_ema","gc_well_morning_stress","gc_well_midday_stress","gc_well_evn_stress","gc_well_10pm_stress","gc_well_evn_stress_3d_ema","gc_well_avg_daytime_hr","gc_well_avg_daytime_hr_3d_ema","gc_well_morning_hr","gc_well_midday_hr","gc_well_evn_hr","gc_well_evn_hr_3d_ema","gc_well_min_daytime_hr","gc_well_sleep_hr","wellness_resting_heart_rate","wellness_total_steps","wellness_moderate_intensity_minutes","wellness_vigorous_intensity_minutes","act_daily_activities","act_last_alt","act_last_alt_ema","act_last_long","act_last_lat","act_daily_suffer_score","act_evn_suffer_score","act_daily_elapsed_time","act_evn_elapsed_time","act_type_ride","act_type_run","act_type_swim","act_type_ski","act_pmc_atl","act_pmc_ctl","act_pmc_3d_ema","act_pmc_tsb","nutr_daily_calories","nutr_daily_carbohydrates","nutr_daily_protein","nutr_daily_fat","nutr_daily_fiber","nutr_daily_sugar","nutr_daily_fiber_3d_ema","nutr_daily_caffeine_3d_ema","nutr_daily_alcohol_3d_ema","nutr_daily_pretein_3d_ema","nutr_morning_calories","nutr_midday_calories","nutr_evn_calories","nutr_morning_carbohydrates","nutr_midday_carbohydrates","nutr_evn_carbohydrates","nutr_morning_protein","nutr_midday_protein","nutr_evn_protein","nutr_morning_fat","nutr_midday_fat","nutr_evn_fat","nutr_morning_fiber","nutr_midday_fiber","nutr_evn_fiber","nutr_morning_sugar","nutr_midday_sugar","nutr_evn_sugar","nutr_daily_caffeine","nutr_evn_caffeine","nutr_daily_alcohol","nutr_evn_alcohol","weather_min_temperature","weather_max_temperature","weather_avg_temperature","weather_avg_dew_point","weather_avg_humidity","weather_avg_precipitation","weather_avg_wind_direction","weather_avg_wind_speed","weather_avg_air_pressure","weather_stddev_air_pressure","body_water","weight_gm","body_mass_index","oura_sleep_rmssd_yest","oura_sleep_rmssd_3d_ema","oura_sleep_rmssd_7d_ema","oura_sleep_rmssd_42d_ema","oura_sleep_duration_yest","oura_sleep_awake_yest","oura_sleep_light_yest","oura_sleep_rem_yest","oura_sleep_deep_yest","oura_sleep_breath_average_yest","oura_sleep_temperature_deviation_yest","oura_sleep_rmssd","oura_sleep_morning_rmssd","oura_sleep_rmssd_class","oura_sleep_rmssd_baseline","oura_sleep_rmssd_dev","oura_sleep_dev_sign"
1,"2018-08-27",1,10,35.5,26.04,17.3,39.6,55.3,38.1,32.65,83,72.38,67,78,103,79.63,46,54.7,54,20967,23,125,3,33,298.28,146.454857,-37.145693,122,122,9055,5268,"0","Run","Swim","0",46.76,66.43,53.47,19.67,3006,324,138,136,27,97,24.14,1.93,1.15,126.74,1249,1757,0,104,220,0,67,71,0,62,74,0,12,15,0,39,58,0,2,0,0,0,4.3,11.2,7.5,2.9,73.6,0.0,188.6,11.0,1026.8,0.52,NULL,65800,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-26",0,10,20.0,21.33,23.0,20.5,16.4,17.5,21.35,66,66.94,68,66,64,68.02,45,68.7,50,7924,0,10,0,33,342.47,146.454857,-37.145693,0,0,0,0,"0","0","0","0",34.23,65.08,19.2,30.85,2829,196,116,142,19,37,22.71,1.89,1.73,121.11,1066,1763,0,85,111,0,44,72,0,47,95,0,6,13,0,21,16,0,2,1,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,65800,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-25",6,10,27.9,22.01,23.4,29.4,31.1,32.3,23.83,69,67.36,69,67,71,70.26,40,73.6,51,8779,0,0,0,33,342.47,146.454857,-37.145693,0,0,0,0,"0","0","0","0",39.93,66.67,28.8,26.74,2931,273,95,97,12,110,24.57,1.84,2.09,123.66,867,2064,0,106,167,0,25,70,0,39,58,0,3,9,0,39,71,0,2,0,3,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,66100.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-24",5,10,17.2,19.07,12.3,19.5,19.4,35.3,20.21,66,66.58,64,68,67,70.13,38,57.4,53,7611,0,0,0,33,342.47,146.454857,-37.145693,0,0,0,0,"0","0","0","0",46.59,68.29,43.2,21.7,4036,413,164,138,37,112,30.85,1.75,1.64,137.99,1411,2625,0,164,249,0,77,87,0,46,92,0,23,14,0,52,60,0,2,0,3,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,66100.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-23",4,10,16.5,20.0,11.9,18.9,23.5,15.4,20.62,71,66.69,57,64,87,71.45,41,52.6,48,3167,7,61,1,33,342.47,146.454857,-37.145693,183,0,5719,0,"VirtualRide","0","0","0",54.35,69.96,64.8,15.61,2950,299,118,148,26,146,27.77,1.63,0.96,124.99,794,2156,0,101,198,0,31,87,0,32,116,0,7,19,0,54,92,0,2,1,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,66100.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-22",3,10,14.6,21.76,13.1,15.8,14.9,19.2,19.18,64,64.78,64,65,62,63.47,42,52.0,51,5874,0,0,0,33,394.03,146.454857,-37.145693,0,0,0,0,"0","0","0","0",32.91,67.2,5.71,34.29,2562,289,118,101,37,89,28.66,1.45,0.94,128.48,606,1956,0,63,226,0,49,69,0,17,84,0,13,24,0,12,77,0,2,0,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,66200.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-21",2,10,16.7,25.36,18.3,12.4,19.8,16.0,21.3,60,65.31,63,58,61,64.03,40,54.3,47,6488,0,0,0,33,394.03,146.454857,-37.145693,0,0,0,0,"0","0","0","0",38.4,68.84,8.57,30.44,2975,274,139,143,24,67,24.48,1.17,0.9,133.72,867,2108,0,81,193,0,40,99,0,45,98,0,9,15,0,23,44,0,2,0,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,66200.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-20",1,10,33.0,29.66,23.4,53.9,17.4,19.0,22.08,66,67.72,62,72,65,65.78,43,54.0,51,3336,8,3,0,33,394.03,146.454857,-37.145693,0,0,0,0,"0","0","0","0",44.79,70.52,12.85,25.73,2694,187,151,139,12,75,24.73,0.76,0.85,131.09,1051,1643,0,100,87,0,58,93,0,45,94,0,8,4,0,25,50,0,0,0,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,64700.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-19",0,10,34.5,28.0,23.8,48.3,32.1,27.5,24.42,70,68.35,67,75,69,66.3,43,53.4,52,6663,31,38,0,33,394.03,146.454857,-37.145693,0,0,0,0,"0","0","0","0",52.26,72.24,19.28,19.98,2719,260,102,132,28,88,31.09,1.14,0.78,121.13,751,1968,0,82,178,0,21,81,0,37,95,0,7,21,0,27,61,0,1,0,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,64700.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-18",6,10,27.6,24.75,21.8,40.7,19.0,15.7,20.57,71,67.3,69,75,69,65.14,42,58.4,53,4633,17,29,0,33,394.03,146.454857,-37.145693,0,0,0,0,"0","0","0","0",60.96,74.0,28.92,13.04,3538,363,137,151,34,73,32.63,1.21,0.67,130.69,1075,2463,0,112,251,0,49,88,0,48,103,0,19,15,0,26,47,0,0,0,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,64700.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-17",5,10,33.4,23.35,33.0,39.4,28.4,29.6,21.35,65,65.35,66,66,64,63.05,41,50.6,50,4957,6,7,0,33,394.03,146.454857,-37.145693,0,0,0,0,"0","0","0","0",71.12,75.8,43.38,4.68,3017,348,100,131,33,158,31.95,1.81,0.51,127.54,1181,1836,0,152,196,0,37,63,0,44,87,0,15,18,0,31,127,0,2,0,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,64700.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-16",4,10,12.3,18.32,9.4,14.5,15.1,NULL,17.83,60,65.3,57,63,61,62.75,37,51.3,44,7626,9,1,0,33,394.03,146.454857,-37.145693,0,0,0,0,"0","0","0","0",82.96,77.65,65.06,-5.31,3493,356,157,157,28,153,31.42,1.71,0.26,141.31,1178,2315,0,125,231,0,80,77,0,35,122,0,12,16,0,38,115,0,2,0,0,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,64700.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-15",3,10,9.6,21.32,10.6,10.2,7.8,5.1,19.18,58,67.91,56,58,59,63.6,40,49.4,45,3728,0,0,0,33,394.03,146.454857,-37.145693,0,0,0,0,"0","0","0","0",96.79,79.54,97.58,-17.25,3957,321,162,229,41,122,33.13,1.57,0.39,133.47,1253,2704,0,114,207,0,51,111,0,64,165,0,20,21,0,46,76,0,2,0,0,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,64700.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-14",2,10,20.6,27.18,30.3,17.8,17.1,14.2,24.87,81,72.98,88,90,63,65.8,41,49.3,48,2803,18,168,1,33,394.03,146.454857,-37.145693,352,0,12687,0,"VirtualRide","0","0","0",112.91,81.48,146.37,-31.43,3244,391,119,131,30,150,29.19,1.36,0.59,119.21,1359,1885,0,106,285,0,63,56,0,75,56,0,9,21,0,31,119,0,1,1,0,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,66200.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-13",1,10,20.8,30.48,21.3,25.8,14.5,9.2,28.75,60,69.04,60,63,57,67.16,30,50.7,42,5006,11,1,0,1702.2,454.17,146.454857,-37.145693,0,0,0,0,"0","0","0","0",73.08,74.89,43.57,1.81,2448,238,97,111,30,116,28.79,1.54,0.88,119.31,796,1652,0,95,143,0,24,73,0,22,89,0,11,19,0,29,87,0,1,0,0,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,66200.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-12",0,10,50.0,35.31,66.3,52.6,29.2,16.7,35.87,75,73.64,83,78,64,72.48,43,79.0,57,11672,43,42,0,1702.2,454.17,146.454857,-37.145693,0,0,0,0,"0","0","0","0",85.25,76.71,65.35,-8.54,3411,386,150,132,26,95,28.19,1.8,1.32,130.46,1604,1807,0,223,163,0,67,83,0,49,83,0,17,9,0,30,65,0,1,1,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,66200.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-11",6,10,34.0,27.95,20.3,26.6,61.9,68.6,39.22,74,72.84,62,67,91,76.58,32,52.8,50,16221,17,102,1,1702.2,454.17,146.454857,-37.145693,65,65,3815,3815,"0","Run","0","0",99.45,78.58,98.02,-20.87,4206,281,125,139,24,66,29.28,2.21,1.48,120.69,1446,2760,0,188,93,0,46,79,0,51,88,0,24,0,0,65,1,0,2,0,2,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,65700.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-10",5,10,25.0,24.94,12.4,18.4,39.3,22.7,27.87,69,72.49,60,66,81,69.5,37,49.1,43,18488,18,89,2,33,246.26,146.456031,-37.146348,51,51,7334,3631,"0","Run","Swim","0",105.19,78.91,114.53,-26.28,2719,293,124,110,35,113,31.92,2.31,1.22,118.54,964,1755,0,91,202,0,64,60,0,35,75,0,16,19,0,32,81,0,3,1,0,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,65700.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-09",4,10,30.1,24.89,24.9,82.1,23.8,14.0,22.14,83,74.12,82,102,64,63.93,33,47.3,47,3304,4,206,1,33,281.79,146.456031,-37.146348,256,0,13499,0,"VirtualRide","0","0","0",114.22,79.59,146.29,-34.63,3638,354,109,185,29,103,30.38,1.96,1.83,115.81,1854,1784,0,217,137,0,50,59,0,80,105,0,19,10,0,51,52,0,2,1,2,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,65700.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-08",3,10,29.5,22.3,16.6,41.3,27.7,18.2,21.3,68,69.87,62,74,67,63.96,32,57.7,46,5916,9,24,1,33,323.24,146.456031,-37.146348,0,0,8271,0,"0","0","Swim","0",90.6,75.29,91.45,-15.31,2535,267,112,102,31,59,31.07,1.94,1.75,119.21,1104,1431,0,155,112,0,29,83,0,39,63,0,19,12,0,46,13,0,2,0,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,65400,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-07",2,10,21.9,18.69,17.5,25.0,24.6,25.4,18.07,81,70.68,89,89,65,62.44,43,48.3,48,1827,11,175,1,33,371.59,146.456031,-37.146348,330,0,12356,0,"VirtualRide","0","0","0",105.7,77.13,137.17,-28.57,3729,337,111,198,27,158,31.1,1.92,2.12,122.81,1772,1957,0,171,166,0,43,68,0,98,100,0,10,17,0,87,71,0,3,1,3,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,65500,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-06",1,10,10.4,17.1,12.5,9.3,9.4,7.8,14.82,57,65.49,57,56,57,61.26,31,45.9,43,4628,0,0,0,1609.6,427.99,146.456031,-37.146348,0,0,0,0,"0","0","0","0",68.33,70.96,40.77,2.63,3151,268,131,170,31,117,33.16,1.38,1.68,128.72,1347,1804,0,140,128,0,73,58,0,59,111,0,15,16,0,42,75,0,1,0,2,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,64700.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-05",0,10,15.7,20.48,16.2,19.3,11.0,22.2,17.54,62,69.91,61,66,59,63.4,35,50.6,47,5712,0,0,0,1609.6,427.99,146.456031,-37.146348,0,0,0,0,"0","0","0","0",79.72,72.69,61.14,-7.03,3752,352,108,208,28,98,34.23,1.56,1.52,127.58,1577,2175,0,183,169,0,69,39,0,66,142,0,14,14,0,43,55,0,1,0,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,65700.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-04",6,10,26.4,22.85,23.4,38.7,21.4,11.7,20.79,74,73.91,62,95,65,65.73,40,48.3,47,17672,17,106,1,1609.6,427.99,146.456031,-37.146348,97,0,4032,0,"0","Run","0","0",92.99,74.47,91.71,-18.52,3195,346,144,119,34,99,37.35,1.85,1.79,137.37,1515,1680,0,205,141,0,66,78,0,45,74,0,27,7,0,82,17,0,2,0,2,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,65700.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-03",5,10,20.4,21.09,18.7,20.1,21.3,11.8,20.48,68,73.96,70,69,65,66.33,31,45.9,44,6987,18,51,1,33,231.15,146.454791,-37.145684,0,0,3174,0,"0","0","Swim","0",92.33,73.92,89.07,-18.41,3215,311,157,136,30,142,39.03,1.77,1.68,134.05,1060,2155,0,108,203,0,61,96,0,40,96,0,16,14,0,48,94,0,1,0,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,65700.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-02",4,10,21.2,21.44,36.9,15.2,17.7,9.0,20.09,79,76.94,87,86,63,66.89,42,48.3,47,2520,28,230,1,33,264.16,146.454791,-37.145684,149,0,11951,0,"VirtualRide","0","0","0",107.71,75.72,133.6,-31.99,3754,435,136,147,50,207,43.54,2.15,2.02,122.58,1169,2585,0,167,268,0,39,97,0,34,113,0,19,31,0,71,136,0,3,2,3,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,65700.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-08-01",3,10,26.5,21.56,22.4,27.2,29.2,14.7,21.29,73,75.99,69,81,67,68.6,36,57.1,46,18663,29,112,3,33,302.67,146.454791,-37.145684,77,0,8656,900,"0","Run","Swim","0",100.83,73.93,125.9,-26.9,2912,369,89,113,50,143,40.31,1.73,1.53,115.87,1064,1848,0,155,214,0,29,60,0,35,78,0,19,31,0,47,96,0,1,0,1,0,7.9,15.4,11.1,5.4,69.3,0.0,284.7,14.5,1018.0,2.37,NULL,65700.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-31",2,10,23.5,19.09,20.7,48.1,18.2,39.5,17.36,87,77.66,100,98,64,69.28,39,52.0,49,2581,27,260,1,33,347.59,146.454791,-37.145684,342,0,13004,0,"VirtualRide","0","0","0",104.8,73.86,150.34,-30.94,3844,368,149,166,26,176,35.46,2.09,1.8,129.31,1363,2481,0,133,235,0,51,98,0,68,98,0,8,18,0,48,128,0,3,1,2,0,7.5,15.4,11.5,5.1,65.6,0.063,310.8,29.5,1010.4,1.29,NULL,64700.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-30",1,10,29.3,16.86,34.4,21.5,35.6,23.7,16.94,77,73.21,72,68,88,72.16,32,46.3,43,20015,36,120,3,33,400.0,146.454791,-37.145684,52,52,9090,5312,"0","Run","Swim","0",65.28,67.32,54.52,2.04,3107,377,107,120,38,180,40.19,1.64,1.7,119.46,1200,1907,0,189,188,0,32,75,0,35,85,0,25,13,0,72,108,0,2,0,3,0,9.2,12.4,10.6,4.5,66.4,0.0,312.5,29.7,1012.2,0.91,NULL,64700.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-29",0,10,32.0,10.67,36.4,36.5,22.8,35.3,7.59,69,71.41,72,72,62,64.06,37,51.3,45,4260,20,24,0,1613.9,461.14,146.454791,-37.145684,0,0,0,0,"0","0","0","0",67.5,67.69,55.79,0.19,3299,343,117,159,48,143,41.28,1.46,1.05,125.69,1494,1805,0,136,207,0,63,54,0,73,86,0,22,26,0,30,113,0,1,0,1,0,6.5,14.4,9.7,6.5,81.7,0.0,336.5,18.6,1017.4,1.02,NULL,64700.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-28",6,10,NULL,0.0,NULL,NULL,NULL,NULL,0.0,71,72.42,67,83,59,64.89,38,51.1,45,18068,1,102,1,1613.9,461.14,146.454791,-37.145684,93,0,4236,0,"0","Run","0","0",78.74,69.34,83.67,-9.4,3743,373,152,164,35,93,37.93,1.69,1.07,130.03,1488,2255,0,145,228,0,62,90,0,69,95,0,22,13,0,35,58,0,1,0,1,0,6.5,14.4,9.7,6.5,81.7,0.0,336.5,18.6,1017.4,1.02,NULL,66100.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-27",5,10,NULL,0.0,NULL,NULL,NULL,NULL,0.0,65,73.15,60,64,70,67.83,42,50.0,49,8601,0,0,1,33,269.1,144.991522,-37.882325,0,0,3715,0,"0","0","Swim","0",76.37,68.77,79.01,-7.6,3565,432,129,132,35,153,39.39,2.04,1.1,119.05,1162,2403,0,152,280,0,56,73,0,34,98,0,16,19,0,27,126,0,3,1,1,0,6.5,14.4,9.7,6.5,81.7,0.0,336.5,18.6,1017.4,1.02,NULL,66100.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-26",4,10,NULL,0.0,NULL,NULL,NULL,NULL,0.0,93,77.25,89,117,70,66.59,39,45.3,44,5148,15,236,1,183.6,308.43,144.991522,-37.882325,250,0,16632,0,"Ride","0","0","0",89.09,70.44,118.51,-18.65,4147,490,119,183,55,148,41.58,1.55,1.15,114.08,1105,3042,0,175,315,0,33,86,0,35,148,0,18,37,0,36,112,0,2,1,2,0,6.5,14.4,9.7,6.5,81.7,0.0,336.5,18.6,1017.4,1.02,NULL,66100.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-25",3,10,NULL,0.0,NULL,NULL,NULL,NULL,0.0,56,69.17,56,53,58,65.12,38,46.6,45,7004,0,0,0,33,329.23,146.454999,-37.145596,0,0,0,0,"0","0","0","0",62.28,66.07,52.78,3.79,2919,404,111,99,30,58,34.88,1.33,0.73,111.62,1498,1421,0,214,190,0,63,48,0,44,55,0,12,18,0,9,49,0,0,0,0,0,7.4,14.4,10.6,4.6,67.8,0.0,323.8,18.7,1015.3,1.6,NULL,64700.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-24",2,10,NULL,0.0,NULL,NULL,NULL,NULL,0.0,93,75.85,115,100,63,68.51,46,51.7,50,2809,5,269,2,33,329.23,146.454999,-37.145596,145,0,11253,0,"VirtualRide","0","0","0",72.66,67.68,79.17,-4.98,3496,418,114,159,44,193,37.31,1.99,1.1,111.93,1229,2267,0,94,324,0,60,54,0,71,88,0,12,32,0,36,157,0,2,1,1,0,7.9,16.3,10.9,6.5,75.1,0.033,324.2,29.6,1007.6,2.1,NULL,64700.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-23",1,10,NULL,0.0,NULL,NULL,NULL,NULL,0.0,66,67.47,57,58,85,71.47,35,45.5,45,18794,4,75,4,33,378.58,146.454999,-37.145596,41,41,10581,5946,"VirtualRide","Run","Swim","0",60.61,65.79,46.25,5.18,2942,397,83,111,36,83,33.97,1.99,1.14,110.9,1237,1705,0,198,199,0,32,51,0,35,76,0,26,10,0,69,14,0,2,0,0,0,8.7,12.3,10.1,3.2,63.9,0.163,228.8,50.9,1005.5,0.82,NULL,65700.01,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-22",0,10,NULL,0.0,NULL,NULL,NULL,NULL,0.0,59,68.11,61,63,53,64.57,37,57.7,43,4743,0,0,0,1613.6,436.15,146.454999,-37.145596,0,0,0,0,"0","0","0","0",63.87,66.4,48.88,2.53,2685,287,114,117,36,122,32.96,1.99,1.72,124.85,1048,1637,0,123,164,0,32,82,0,49,68,0,10,26,0,55,67,0,3,0,2,0,6.0,14.8,10.1,4.0,67.1,nan,347.3,29.5,1013.4,1.13,NULL,65199.82,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-21",6,10,NULL,0.0,NULL,NULL,NULL,NULL,0.0,76,72.67,61,91,75,70.18,42,65.8,55,20869,11,97,1,1613.6,436.15,146.454999,-37.145596,82,0,4782,0,"0","Run","0","0",74.51,68.02,73.32,-6.49,4142,382,105,179,22,119,31.43,1.48,1.58,130.28,1792,2350,0,211,171,0,53,52,0,85,94,0,18,4,0,80,39,0,1,0,2,0,6.0,14.8,10.1,4.0,67.1,nan,347.3,29.5,1013.4,1.13,NULL,65199.82,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-20",5,10,NULL,0.0,NULL,NULL,NULL,NULL,0.0,57,71.07,52,55,63,67.85,34,50.8,49,4171,0,0,0,33,239.99,144.991501,-37.882238,0,0,0,0,"0","0","0","0",73.26,67.67,68.98,-5.59,4083,497,176,140,28,204,36.15,1.72,1.36,142.91,1181,2902,0,126,371,0,80,96,0,35,105,0,13,15,0,39,165,0,2,0,1,0,6.0,14.8,10.1,4.0,67.1,nan,347.3,29.5,1013.4,1.13,NULL,65200.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-19",4,10,NULL,0.0,NULL,NULL,NULL,NULL,0.0,85,78.1,86,110,56,70.23,40,52.9,39,4561,28,197,1,33,239.99,144.991501,-37.882238,125,0,11099,0,"VirtualRide","0","0","0",85.47,69.32,103.46,-16.15,3975,468,136,150,43,148,40.23,1.59,1.54,126.37,1327,2648,0,183,285,0,40,96,0,37,113,0,19,24,0,38,110,0,2,2,3,0,6.0,14.8,10.1,4.0,67.1,nan,347.3,29.5,1013.4,1.13,NULL,65200.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2018-07-18",3,10,NULL,0.0,NULL,NULL,NULL,NULL,0.0,66,74.42,60,58,81,77.5,36,53.8,49,19864,3,76,2,11.9,274.48,144.991501,-37.882238,35,35,8323,4539,"0","Run","Swim","0",78.88,67.97,92.69,-10.91,3200,325,117,148,39,116,38.84,1.38,0.82,121.55,1077,2123,0,172,153,0,31,86,0,27,121,0,21,18,0,57,59,0,1,0,1,0,6.0,14.8,10.1,4.0,67.1,nan,347.3,29.5,1013.4,1.13,NULL,65200.004,NULL,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
